0,0.000006,1457990521.313360,1457990521.313366
1,0.000171,1457994669.362131,1457994669.362302
2,0.000119,1457994669.371231,1457994669.371350
4,0.000168,1457994669.380194,1457994669.380362
8,0.000229,1457994669.389653,1457994669.389882
16,0.000638,1457994669.399800,1457994669.400438
32,0.001079,1457994669.411844,1457994669.412923
64,0.002918,1457994669.426207,1457994669.429125
128,0.005280,1457994669.447260,1457994669.452540
