0,0.000006,1457990521.234013,1457990521.234019
1,0.000128,1457994669.252383,1457994669.252511
2,0.000169,1457994669.261000,1457994669.261169
4,0.000184,1457994669.270001,1457994669.270185
8,0.000287,1457994669.279405,1457994669.279692
16,0.000504,1457994669.289072,1457994669.289576
32,0.001137,1457994669.300758,1457994669.301895
64,0.002312,1457994669.313805,1457994669.316117
128,0.004749,1457994669.331732,1457994669.336481
