606797,38686397307863,38686398772416,1464553,0
606798, 38686397768706,38686397809925 ,41219,460843
606799, 38686397807629,38686397839123 ,31494,499766
606800, 38686397819903,38686397862555 ,42652,512040
606801, 38686397828679,38686397850944 ,22265,520816
606802, 38686397850634,38686397870013 ,19379,542771
606803, 38686397870839,38686397888738 ,17899,562976
606804, 38686397893639,38686397906153 ,12514,585776
606805, 38686397907060,38686397920266 ,13206,599197
606806, 38686397917303,38686397931736 ,14433,609440
606807, 38686397936071,38686397948971 ,12900,628208
606808, 38686397948316,38686397960901 ,12585,640453
606809, 38686397960319,38686397972524 ,12205,652456
606810, 38686397972040,38686397987299 ,15259,664177
606811, 38686397990341,38686398002895 ,12554,682478
606812, 38686398002139,38686398014876 ,12737,694276
606813, 38686398014117,38686398026505 ,12388,706254
606814, 38686398025951,38686398041360 ,15409,718088
606815, 38686398046046,38686398058344 ,12298,738183
606816, 38686398057542,38686398074806 ,17264,749679
606817, 38686398072744,38686398097594 ,24850,764881
606818, 38686398086295,38686398104556 ,18261,778432
606819, 38686398103637,38686398116802 ,13165,795774
606820, 38686398117882,38686398130442 ,12560,810019
606821, 38686398131930,38686398144066 ,12136,824067
606822, 38686398140988,38686398164579 ,23591,833125
606823, 38686398168999,38686398187290 ,18291,861136
606824, 38686398180005,38686398195269 ,15264,872142
606825, 38686398197765,38686398211254 ,13489,889902
606826, 38686398215918,38686398227121 ,11203,908055
606827, 38686398225528,38686398239558 ,14030,917665
606828, 38686398239750,38686398260183 ,20433,931887
606829, 38686398251306,38686398267773 ,16467,943443
