1,0.000077,(0:4096),1457979988.138563,1457979988.138640
2,0.000101,(0:4096),1457979989.706785,1457979989.706886
4,0.000178,(0:4096),1457979991.317610,1457979991.317788
8,0.000221,(0:4096),1457979992.865440,1457979992.865661
16,0.000468,(0:4096),1457979994.423612,1457979994.424080
32,0.000753,(0:4096),1457979995.976746,1457979995.977499
64,0.001495,(0:4096),1457979997.527548,1457979997.529043
128,0.002405,(0:4096),1457979999.185231,1457979999.187636
