1,0.000184,(0:1024),1457979976.143365,1457979976.143549
2,0.000201,(0:1024),1457979977.483421,1457979977.483622
4,0.000229,(0:1024),1457979978.831602,1457979978.831831
8,0.000284,(0:1024),1457979980.205758,1457979980.206042
16,0.000356,(0:1024),1457979981.609221,1457979981.609577
32,0.000715,(0:1024),1457979983.006346,1457979983.007061
64,0.001415,(0:1024),1457979984.409127,1457979984.410542
128,0.002676,(0:1024),1457979985.834129,1457979985.836805
