1,0.000097,(0:2048),1457979987.739580,1457979987.739677
2,0.000105,(0:2048),1457979989.324345,1457979989.324450
4,0.000209,(0:2048),1457979990.922491,1457979990.922700
8,0.000350,(0:2048),1457979992.479814,1457979992.480164
16,0.000402,(0:2048),1457979994.023722,1457979994.024124
32,0.000776,(0:2048),1457979995.584336,1457979995.585112
64,0.001288,(0:2048),1457979997.147380,1457979997.148668
128,0.002333,(0:2048),1457979998.809607,1457979998.811940
