1,0.000115,(0:8192),1457979977.158856,1457979977.158971
2,0.000167,(0:8192),1457979978.498115,1457979978.498282
4,0.000234,(0:8192),1457979979.849394,1457979979.849628
8,0.000280,(0:8192),1457979981.260031,1457979981.260311
16,0.000436,(0:8192),1457979982.656430,1457979982.656866
32,0.000776,(0:8192),1457979984.064695,1457979984.065471
64,0.001280,(0:8192),1457979985.467401,1457979985.468681
128,0.002876,(0:8192),1457979986.918188,1457979986.921064
