0,0.000005,(0:8192),1457990521.238646,1457990521.238651
1,0.000143,(0:8192),1457994669.258831,1457994669.258974
2,0.000123,(0:8192),1457994669.267812,1457994669.267935
4,0.000187,(0:8192),1457994669.277017,1457994669.277204
8,0.000243,(0:8192),1457994669.286660,1457994669.286903
16,0.001419,(0:8192),1457994669.297165,1457994669.298584
32,0.001193,(0:8192),1457994669.310418,1457994669.311611
64,0.002318,(0:8192),1457994669.327164,1457994669.329482
128,0.004770,(0:8192),1457994669.352491,1457994669.357261
