0,0.000005,1457990521.237166,1457990521.237171
1,0.000123,1457994669.256735,1457994669.256858
2,0.000118,1457994669.265565,1457994669.265683
4,0.000181,1457994669.274745,1457994669.274926
8,0.000277,1457994669.284278,1457994669.284555
16,0.000539,1457994669.294419,1457994669.294958
32,0.001090,1457994669.307226,1457994669.308316
64,0.002345,1457994669.322740,1457994669.325085
128,0.004668,1457994669.345799,1457994669.350467
