337472,15768569541871,15768570436684,894813,0
337476, 15768569870150,15768569918241 ,48091,328279
337477, 15768569901330,15768569937378 ,36048,359459
337478, 15768569909796,15768569948843 ,39047,367925
337479, 15768569918263,15768569957561 ,39298,376392
337480, 15768569932197,15768569966407 ,34210,390326
337481, 15768569955919,15768569979755 ,23836,414048
337482, 15768569974696,15768569993025 ,18329,432825
337483, 15768569991653,15768570006413 ,14760,449782
337484, 15768570004859,15768570019454 ,14595,462988
337485, 15768570014728,15768570029612 ,14884,472857
337486, 15768570028820,15768570043428 ,14608,486949
337487, 15768570038548,15768570053174 ,14626,496677
337488, 15768570052498,15768570065351 ,12853,510627
337489, 15768570062500,15768570075897 ,13397,520629
337490, 15768570075347,15768570088106 ,12759,533476
337491, 15768570086085,15768570100751 ,14666,544214
