337626,15770332000585,15770333573652,1573067,0
337627, 15770332342903,15770332392466 ,49563,342318
337628, 15770332371946,15770332409939 ,37993,371361
337629, 15770332382997,15770332429899 ,46902,382412
337630, 15770332390261,15770332454071 ,63810,389676
337631, 15770332420940,15770332454198 ,33258,420355
337632, 15770332472640,15770332502193 ,29553,472055
337633, 15770332495575,15770332522655 ,27080,494990
337634, 15770332516955,15770332540333 ,23378,516370
337635, 15770332538571,15770332596994 ,58423,537986
337636, 15770332569451,15770332598153 ,28702,568866
337637, 15770332580700,15770332652946 ,72246,580115
337638, 15770332633393,15770332669001 ,35608,632808
337639, 15770332677021,15770332721960 ,44939,676436
337640, 15770332688303,15770332717012 ,28709,687718
337641, 15770332707366,15770332746623 ,39257,706781
337642, 15770332742806,15770332755209 ,12403,742221
337643, 15770332814742,15770332856571 ,41829,814157
337644, 15770332865658,15770332889639 ,23981,865073
337645, 15770332878095,15770332899774 ,21679,877510
337646, 15770332908270,15770332929782 ,21512,907685
337647, 15770332920359,15770332956536 ,36177,919774
337648, 15770332937279,15770332983280 ,46001,936694
337649, 15770332947382,15770332988105 ,40723,946797
337650, 15770332997571,15770333013529 ,15958,996986
337651, 15770333017964,15770333036972 ,19008,1017379
337652, 15770333027898,15770333044280 ,16382,1027313
337653, 15770333043436,15770333056184 ,12748,1042851
337654, 15770333057796,15770333071457 ,13661,1057211
337655, 15770333070637,15770333083758 ,13121,1070052
337656, 15770333083353,15770333099983 ,16630,1082768
337657, 15770333095194,15770333109432 ,14238,1094609
337658, 15770333111124,15770333126397 ,15273,1110539
