339370,15783720089351,15783721837501,1748150,0
339374, 15783720474940,15783720549637 ,74697,385589
339375, 15783720476863,15783720520925 ,44062,387512
339376, 15783720483646,15783720560368 ,76722,394295
339377, 15783720487824,15783720581983 ,94159,398473
339378, 15783720493581,15783720568277 ,74696,404230
339379, 15783720507575,15783720607019 ,99444,418224
339380, 15783720530966,15783720594411 ,63445,441615
339381, 15783720559623,15783720593752 ,34129,470272
339382, 15783720578699,15783720606821 ,28122,489348
339383, 15783720606475,15783720619540 ,13065,517124
339384, 15783720622865,15783720641789 ,18924,533514
339385, 15783720630794,15783720652015 ,21221,541443
339386, 15783720647114,15783720660797 ,13683,557763
339387, 15783720657709,15783720671365 ,13656,568358
339388, 15783720670604,15783720683370 ,12766,581253
339389, 15783720682641,15783720696030 ,13389,593290
339390, 15783720693277,15783720706376 ,13099,603926
339391, 15783720705805,15783720720795 ,14990,616454
339392, 15783720718382,15783720732609 ,14227,629031
339393, 15783720730491,15783720744995 ,14504,641140
339394, 15783720740812,15783720756214 ,15402,651461
339395, 15783720754096,15783720766219 ,12123,664745
339396, 15783720765210,15783720778278 ,13068,675859
339397, 15783720775464,15783720788487 ,13023,686113
339398, 15783720787872,15783720801436 ,13564,698521
339399, 15783720798396,15783720811278 ,12882,709045
339400, 15783720810617,15783720824096 ,13479,721266
339401, 15783720823254,15783720837592 ,14338,733903
339402, 15783720832832,15783720845597 ,12765,743481
339403, 15783720846177,15783720858290 ,12113,756826
339404, 15783720855492,15783720868447 ,12955,766141
339405, 15783720867696,15783720879897 ,12201,778345
339406, 15783720879170,15783720891276 ,12106,789819
339407, 15783720890562,15783720903218 ,12656,801211
339408, 15783720902309,15783720915274 ,12965,812958
339409, 15783720912407,15783720925574 ,13167,823056
339410, 15783720924969,15783720937246 ,12277,835618
339411, 15783720936374,15783720948944 ,12570,847023
339412, 15783720948196,15783720961002 ,12806,858845
339413, 15783720960068,15783720973341 ,13273,870717
339414, 15783720970313,15783720983381 ,13068,880962
339415, 15783720982631,15783720995139 ,12508,893280
339416, 15783720994349,15783721006721 ,12372,904998
339417, 15783721006038,15783721019327 ,13289,916687
339418, 15783721016429,15783721029465 ,13036,927078
339419, 15783721028610,15783721042525 ,13915,939259
339420, 15783721041658,15783721082527 ,40869,952307
339421, 15783721075440,15783721089582 ,14142,986089
339422, 15783721088611,15783721101510 ,12899,999260
339423, 15783721097975,15783721113984 ,16009,1008624
339424, 15783721118920,15783721131441 ,12521,1029569
339425, 15783721130934,15783721146793 ,15859,1041583
339426, 15783721141680,15783721154701 ,13021,1052329
339427, 15783721158403,15783721172330 ,13927,1069052
339428, 15783721167018,15783721180097 ,13079,1077667
339429, 15783721181188,15783721196143 ,14955,1091837
339430, 15783721190927,15783721207172 ,16245,1101576
339431, 15783721204735,15783721217681 ,12946,1115384
339432, 15783721216683,15783721229370 ,12687,1127332
339433, 15783721228715,15783721241649 ,12934,1139364
339434, 15783721239815,15783721253244 ,13429,1150464
339435, 15783721250260,15783721263698 ,13438,1160909
339436, 15783721262925,15783721275706 ,12781,1173574
339437, 15783721274685,15783721298781 ,24096,1185334
