340620,15793948037814,15793949241838,1204024,0
340621, 15793948402837,15793948495073 ,92236,365023
340622, 15793948404796,15793948502363 ,97567,366982
340623, 15793948413046,15793948453954 ,40908,375232
340624, 15793948416597,15793948453913 ,37316,378783
340625, 15793948426429,15793948515544 ,89115,388615
340626, 15793948440301,15793948512709 ,72408,402487
340627, 15793948465626,15793948524452 ,58826,427812
340628, 15793948520551,15793948564553 ,44002,482737
340629, 15793948572525,15793948590425 ,17900,534711
340630, 15793948606590,15793948653175 ,46585,568776
340631, 15793948614916,15793948641513 ,26597,577102
340632, 15793948636487,15793948687479 ,50992,598673
340633, 15793948672135,15793948697484 ,25349,634321
340634, 15793948688645,15793948705336 ,16691,650831
340635, 15793948702606,15793948769517 ,66911,664792
340636, 15793948773418,15793948792588 ,19170,735604
