340992,15796569905966,15796571736020,1830054,0
340993, 15796570322410,15796570374748 ,52338,416444
340994, 15796570355896,15796570410198 ,54302,449930
340995, 15796570357493,15796570410203 ,52710,451527
340996, 15796570372305,15796570429604 ,57299,466339
340997, 15796570388517,15796570450568 ,62051,482551
340998, 15796570391299,15796570449878 ,58579,485333
340999, 15796570444787,15796570469715 ,24928,538821
341000, 15796570465394,15796570485440 ,20046,559428
341001, 15796570476100,15796570495435 ,19335,570134
341002, 15796570489627,15796570503519 ,13892,583661
341003, 15796570505924,15796570519561 ,13637,599958
341004, 15796570514583,15796570530887 ,16304,608617
341005, 15796570528986,15796570542382 ,13396,623020
341006, 15796570540457,15796570554317 ,13860,634491
341007, 15796570550267,15796570562839 ,12572,644301
341008, 15796570564167,15796570576487 ,12320,658201
341009, 15796570573142,15796570587725 ,14583,667176
341010, 15796570585756,15796570600653 ,14897,679790
341011, 15796570598453,15796570611590 ,13137,692487
341012, 15796570610777,15796570623462 ,12685,704811
341013, 15796570620474,15796570635333 ,14859,714508
341014, 15796570633217,15796570648161 ,14944,727251
341015, 15796570644945,15796570657828 ,12883,738979
341016, 15796570656990,15796570670102 ,13112,751024
341017, 15796570667108,15796570681429 ,14321,761142
341018, 15796570678697,15796570691393 ,12696,772731
341019, 15796570690624,15796570703108 ,12484,784658
341020, 15796570702303,15796570714857 ,12554,796337
341021, 15796570714130,15796570726595 ,12465,808164
341022, 15796570723932,15796570737161 ,13229,817966
341023, 15796570736360,15796570749942 ,13582,830394
341024, 15796570749233,15796570762165 ,12932,843267
341025, 15796570759267,15796570772054 ,12787,853301
341026, 15796570771366,15796570783224 ,11858,865400
341027, 15796570782747,15796570794769 ,12022,876781
341028, 15796570794125,15796570806403 ,12278,888159
341029, 15796570805475,15796570818387 ,12912,899509
341030, 15796570815714,15796570829962 ,14248,909748
341031, 15796570829149,15796570841761 ,12612,923183
341032, 15796570840298,15796570854006 ,13708,934332
341033, 15796570850983,15796570863901 ,12918,945017
341034, 15796570863473,15796570875952 ,12479,957507
341035, 15796570874915,15796570887003 ,12088,968949
341036, 15796570886520,15796570899470 ,12950,980554
341037, 15796570896628,15796570909424 ,12796,990662
341038, 15796570908995,15796570921510 ,12515,1003029
341039, 15796570920606,15796570933834 ,13228,1014640
341040, 15796570931155,15796570944087 ,12932,1025189
341041, 15796570943448,15796570955560 ,12112,1037482
341042, 15796570954718,15796570968711 ,13993,1048752
341043, 15796570967850,15796570980236 ,12386,1061884
341044, 15796570977508,15796570990257 ,12749,1071542
341045, 15796570989458,15796571003016 ,13558,1083492
341046, 15796571002102,15796571014184 ,12082,1096136
341047, 15796571013552,15796571026133 ,12581,1107586
341048, 15796571025219,15796571037254 ,12035,1119253
341049, 15796571036695,15796571048760 ,12065,1130729
341050, 15796571047343,15796571060188 ,12845,1141377
341051, 15796571058819,15796571071691 ,12872,1152853
341052, 15796571071071,15796571083072 ,12001,1165105
341053, 15796571082481,15796571095841 ,13360,1176515
341054, 15796571092768,15796571105888 ,13120,1186802
341055, 15796571104928,15796571117530 ,12602,1198962
341056, 15796571116677,15796571130570 ,13893,1210711
