339521,15784488338047,15784490498065,2160018,0
339522, 15784488698446,15784488756221 ,57775,360399
339523, 15784488708508,15784488795914 ,87406,370461
339524, 15784488727945,15784488808961 ,81016,389898
339525, 15784488725954,15784488785805 ,59851,387907
339526, 15784488731465,15784488795887 ,64422,393418
339527, 15784488741443,15784488806884 ,65441,403396
339528, 15784488764315,15784488807832 ,43517,426268
339529, 15784488907401,15784488961868 ,54467,569354
339530, 15784488975862,15784488992406 ,16544,637815
339531, 15784488988208,15784489005879 ,17671,650161
339532, 15784488998351,15784489014131 ,15780,660304
339533, 15784489038916,15784489094835 ,55919,700869
339534, 15784489056125,15784489089489 ,33364,718078
339535, 15784489078671,15784489093710 ,15039,740624
339536, 15784489104164,15784489118075 ,13911,766117
339537, 15784489115255,15784489133234 ,17979,777208
339538, 15784489126195,15784489141266 ,15071,788148
339539, 15784489140705,15784489154682 ,13977,802658
339540, 15784489150143,15784489163403 ,13260,812096
339541, 15784489164661,15784489178698 ,14037,826614
339542, 15784489174531,15784489189847 ,15316,836484
339543, 15784489187894,15784489202062 ,14168,849847
339544, 15784489197734,15784489210975 ,13241,859687
339545, 15784489211763,15784489225125 ,13362,873716
339546, 15784489222082,15784489238790 ,16708,884035
339547, 15784489234079,15784489247145 ,13066,896032
339548, 15784489247689,15784489259898 ,12209,909642
339549, 15784489257037,15784489270227 ,13190,918990
339550, 15784489269795,15784489282611 ,12816,931748
339551, 15784489279852,15784489292810 ,12958,941805
339552, 15784489292151,15784489305763 ,13612,954104
339553, 15784489309536,15784489323623 ,14087,971489
339554, 15784489319412,15784489333204 ,13792,981365
339555, 15784489334905,15784489348001 ,13096,996858
339556, 15784489347403,15784489362128 ,14725,1009356
339557, 15784489358002,15784489373714 ,15712,1019955
339558, 15784489371476,15784489383845 ,12369,1033429
339559, 15784489382902,15784489395655 ,12753,1044855
339560, 15784489392789,15784489408172 ,15383,1054742
339561, 15784489407407,15784489419787 ,12380,1069360
339562, 15784489416855,15784489430290 ,13435,1078808
339563, 15784489429581,15784489441790 ,12209,1091534
339564, 15784489440954,15784489454136 ,13182,1102907
339565, 15784489453454,15784489466209 ,12755,1115407
339566, 15784489465065,15784489478007 ,12942,1127018
339567, 15784489474995,15784489488172 ,13177,1136948
339568, 15784489487278,15784489501165 ,13887,1149231
339569, 15784489500175,15784489514121 ,13946,1162128
339570, 15784489509991,15784489525512 ,15521,1171944
339571, 15784489523224,15784489536354 ,13130,1185177
339572, 15784489535430,15784489548336 ,12906,1197383
339573, 15784489545580,15784489558336 ,12756,1207533
339574, 15784489557428,15784489569688 ,12260,1219381
339575, 15784489569058,15784489582442 ,13384,1231011
339576, 15784489581721,15784489594516 ,12795,1243674
339577, 15784489591761,15784489604967 ,13206,1253714
339578, 15784489604286,15784489616403 ,12117,1266239
339579, 15784489615883,15784489628464 ,12581,1277836
339580, 15784489627752,15784489640696 ,12944,1289705
339581, 15784489639027,15784489652388 ,13361,1300980
339582, 15784489649561,15784489662761 ,13200,1311514
339583, 15784489662108,15784489674466 ,12358,1324061
339584, 15784489673653,15784489687722 ,14069,1335606
339585, 15784489685042,15784489700003 ,14961,1346995
